Name,Type,Classification,Res_Inf,Prerequisites,Subtitle,Quantity,Source,Rules Text,Flavour Text,Notes,Aliases
Disable,At the start of an invasion in a system that contains 1 or more of your opponents' PDS units,,,,,1,Twilight Imperium 4,Your opponents' PDS units lose Planetary Shield and Space Cannon during this invasion.,"""Ssruu has met their systems and fixed them."" Ssruu dropped a handful of ripped wires and broken circuitry on the pedestal before Q'uesh Sish. ""He will await his next task aboard his ship.""'",,
Distinguished Councilor,After you cast votes on an outcome of an agenda,,,,,1,Twilight Imperium 4,Cast 5 additional votes for that outcome.,"""Elder Junn was a wonder to behold. He knew the name of every senator, made small talk effortlessly, and commanded attention when he spoke. Magmus hated everything about him.""",,
Divert Funding,Action,,,,,1,Prophecy of Kings,"Return a non-unit upgrade, non-faction technology that you own to your technology deck.
Then, research another technology.","""I am sorry, Academician,"" Arbiter Berekon shrugged. ""I am sure psychoarchaeology is an interesting subject, but the supreme leader feels your budget would be better spent on more militaristic research.""",,
Economic Initiative,Action,,,,,1,Twilight Imperium 4,Ready each cultural planet you control.,"""Large sums of Hacan currency flowed freely into the project, and somehow, defying all logic, the returns were even greater.""",,
Emergency Repairs,At the start or end of a combat round,,,,,1,Twilight Imperium 4,Repair all of your units that have Sustain Damage in the active system.,"""What do you mean 'It's fine!?'"" Dahla said, nearly tripping over a damaged bulkhead as the ship rocked from the explosive barrage.",,
Experimental Battlestation,After another player moves ships into a system during a tactical action,,,,,1,Twilight Imperium 4,Choose 1 of your space docks that is either in or adjacent to that system. That space dock uses Space Cannon 5 (x3) against ships in the active system.,"""Arm the relay!"" Mendosa bared his fangs. ""The Saar will not submit!""",The space dock fires at the same time as other Space Cannon units.,"exbat, ebs"
Exploration Probe,Action,,,,,1,Prophecy of Kings,Explore a frontier token that is in or adjacent to a system that contains 1 or more of your ships.,"With a dull thud, the probe shot from the cruiser and accelerated into the writhing maelstrom of the gravity rift. Admiral DeLouis paced on the bridge. Hopefully, this time the probe would return.",,
Fighter Conscription,Action,,,,,1,Codex 1: Ordinian,Place 1 fighter from your reinforcements in each system that contains 1 or more of your space docks or units that have capacity; they cannot be placed in systems that contain other players' ships.,"T'esla grinned as her shimmering vessel lifted off the flight deck - at last, that damned Viscount would experience the superiority of Naalu dogfighting. ""Get ready,"" she hissed into the comms.",,
Fighter Prototype,At the start of the first round of a space combat,,,,,1,Twilight Imperium 4,Apply +2 to the result of each of your fighters' combat rolls during this combat round.,"Suffi vaulted excitedly off the prototype's sleek, azure wing, landing effortlessly in its cockpit. """"Let's see those damn snakes keep up with us now!""""",,
Fire Team,After your ground forces make combat rolls during a round of ground combat,,,,,1,Twilight Imperium 4,Reroll any number of your dice.,"Grinning, Jael spun toward the familiar noise of heavy boots hitting the ground. Backup had arrived.",,
Flank Speed,After you activate a system,,,,,4,Twilight Imperium 4,Apply +1 to the move value of each of your ships during this tactical action.,"1. Mendosa smirked. ""Don't ye fret now, girl. It sounds like ye've got somewhere to be in a hurry, and it just se happens that I ken get ye there right quick.""|2. There was a low-pitched hum throughout the station and the gigantic, bulky constructions on the hull spat blue flame. Massive ion thrusters! So this was how the Saar moved the damn things.|3. With a sound like thunder and a flash of neon blue light, the thrusters accelerated full bore, nearly knocking Suffi off her feet.|4. Mendosa grinned at the young Mentak pilot's astonishment. ""Mobility-the Clan's greatest strength. Ye'd be amazed at how fast this thing ken go.""",,
Focused Research,Action,,,,,1,Twilight Imperium 4,Spend 4 trade goods to research 1 technology.,"Stunned, Rin looked over the data, scarcely able to believe what he was seeing. It was nothing short of a major breakthrough. The Headmaster would be pleased.",,
Forward Supply Base,After another player activates a system that contains your units,,,,,1,Codex 1: Ordinian,"Gain 3 trade goods. Then, choose another player to gain 1 trade good.","All eyes turned toward the darkening skies as the only surviving supply truck rolled through the gates. ""Get these checked in and send the last shipment to our allies!"" Harrugh yelled over the din of the engines.",,fsb
Frontline Deployment,Action,,,,,1,Twilight Imperium 4,Place 3 infantry from your reinforcements on 1 planet you control.,"The soldiers poured fire on the writhing mass, but as each tendril vaporized, two more took its place. Panic wormed into the troopers' minds; was the creature growing?",,
Ghost Ship,Action,,,,,1,Twilight Imperium 4,Place 1 destroyer from your reinforcements in a non-home system that contains a wormhole and does not contain other players' ships.,"Reports of Creuss vessels sighted in the area had surely been exaggerated. After all, the Creuss had no business this far from the Shaleri passage, and usually kept to themselves.",,
Ghost Squad,After a player commits units to land on a planet you control,,,,,1,Codex 1: Ordinian,Move any number of ground forces from any planet you control in the active system to any other planet you control in the active system.,The L1 advance team was expecting to find the outpost abandoned. What they found - unfortunately for them - was Connor.,,
Hack Election,After an agenda is revealed,,,,,1,Codex 1: Ordinian,"During this agenda, voting begins with the player to the right of the speaker and continues counterclockwise.",YOUR [NULL ID] STATELY GAME WILL BE FOR NAUGHT<< [VAR:42687] ORDER WILL ARISE FROM [VAR:89001] CHAOS<< IT IS OUR HAND THAT CONTROLS THE OUTCOME,,
Harness Energy,After you activate an anomaly,,,,,1,Codex 1: Ordinian,Replenish your commodities.,"""Manipulating the cosmos was a power reserved for the gods."" Rowl spat at the ground as his contraption whirred to life. ""Not anymore.""",,
Imperial Rider,After an agenda is revealed,,,,,1,Twilight Imperium 4,"You cannot vote on this agenda. Predict aloud an outcome of this agenda. If your prediction is correct, gain 1 victory point.","In a sweeping victory that surprised absolutely no one, the Winnu representative singlehandedly elected himself to oversee the analysis of a recently uncovered Lazax data cache.",,imp rider
Impersonation,Action,,,,,1,Codex 1: Ordinian,Spend 3 influence to draw 1 secret objective.,"""Also,"" Connor continued, bemused. ""Someone just handed me this as I was leaving. I think it was meant for our dear friend Sucaban. We should be able to put it to good use.""",,impersonate
In The Silence Of Space,After you activate a system,,,,,1,Twilight Imperium 4,"Choose 1 system. During this tactical action, your ships in the chosen system can move through systems that contain other players' ships.","The Barony ships seemed to defy reality, bending light around them at impossible angles-naught but inky-black contours could be seen.",,
Industrial Initiative,Action,,,,,1,Twilight Imperium 4,Gain 1 trade good for each industrial planet you control.,"The Gashlai reactors proved to be extremely effective. With the conversion rate practically doubled, the factories' output was immense.",,
Infiltrate,When you gain control of a planet,,,,,1,Twilight Imperium 4,Replace each PDS and space dock that is on that planet with a matching unit from your reinforcements.,The 1X had scarcely interfaced with the mainframe before it belonged to them completely.,,
Insider Information,After an agenda is revealed,,,,,1,Codex 1: Ordinian,Look at the top card of the agenda deck.,"M'aban yawned. Another filibuster. Politics could be so flavorless at times. Besides, she already knew how this one was going to turn out. Not well. Not well at all...",,
Insubordination,Action,,,,,1,Twilight Imperium 4,Remove 1 token from another player's tactic pool and return it to their reinforcements.,"Kilik had never been particularly good at following orders. It only seemed natural to get paid for exercising that trait, as long as she didn't think too hard about where the money was coming from.",,
Intercept,After your opponent declares a retreat during a space combat,,,,,1,Twilight Imperium 4,Your opponent cannot retreat during this round of space combat.,"The space before the fleeing ship shimmered and warped, revealing the bow of the *Y'sia Yssrila* bearing down on its position. There would be no escape today.",,
Leadership Rider,After an agenda is revealed,,,,,1,Twilight Imperium 4,"You cannot vote on this agenda. Predict aloud an outcome of this agenda. If your prediction is correct, gain 3 command tokens.",Rev's impassioned speech stunned the other councilors. Perhaps there was more to these humans they had initially thought.,,
Lost Star Chart,After you activate a system,,,,,1,Twilight Imperium 4,"During this tactical action, systems that contain alpha and beta wormholes are adjacent to each other.",The ship's sensors showed that the ancient star-map had somehow led them beyond the Mahact plateau.,,
Lucky Shot,Action,,,,,1,Twilight Imperium 4,"Destroy 1 dreadnought, cruiser, or destroyer in a system that contains a planet you control.","The missile—an insignificant spark against the darkness—struck the hull of the dreadnought. Moments later, the starboard flank erupted in flames.",,
Maneuvering Jets,Before you assign hits produced by another player's Space Cannon roll,,,,,4,Twilight Imperium 4,Cancel 1 hit.,"1. Something was wrong. T'esla sensed a flicker of movement on the planet's surface, followed by a faint glint of light. Reflexively, she veered her fighter to the side-an action that saved her life.|2. The fighter's thursters boosted her just out of the cannon's firing solution, and a metal slug the size of a building rocketed past her crystalline ship.|3. T'esla breathed a sigh of relief as the massive slug disappeared into the distance. A touch slower and she would have been annihilated.|4. The flickering red warning lights on her control panel reflected in her scales as she regained her composure. ""Well,"" she said aloud. ""Zat was close.""",,
Manipulate Investments,At the start of the strategy phase:,,,,,1,Prophecy of Kings,Place a total of 5 trade goods from the supply on strategy cards of your choice; you must place these tokens on at least 3 different cards.,"""But my good fellow,"" the envoy sputtered. ""Surely you can't expect me to agree to those prices!"" Durruq leaned in close. ""Check again. You may find your goods are trading for less than you think.""",,
Master Plan,After you perform an action,,,,,1,Codex 1: Ordinian,You may perform an additional action this turn.,Viktor laced his long fingers with a wicked smile. Unlenn would be proud. The tactician's reputation was well-earned; even pawns could unseat kings.,,
Mining Initiative,Action,,,,,1,Twilight Imperium 4,Gain trade goods equal to the resource value of 1 planet you control.,"To support its voracious war machine, the N'orr empire cracked the planet's crust and began mining its very core.",,
Morale Boost,At the start of a combat round,,,,,4,Twilight Imperium 4,Apply +1 to the result of each of your unit's combat rolls during this combat round.,"1. Harrugh stood before his warriors, searching for the words that would express the pride that swelled within him.|2. ""We have done the impossible. I am proud to call you my brothers. My equals. My betters."" Harrugh's whiskers bristled with energy as he spoke.|3. ""Today we turn these invaders to ash and take back what is ours!"" Harrugh paused, noting the murmurs of approval rippling through the ranks.|4. The whispering gradually died down and his warriors watched Harrugh expectantly. Every muscle in his body tensed, and he thrust his gyro-spear skyward.""For Kenara!""",,
Nav Suite,After you activate a system,,,,,1,Prophecy of Kings,"During the ""Movement"" step of this tactical action, ignore the effect of anomalies.","""The field is too thick!"" Sikosk gasped. Trrakan's plume flared. ""Not for me, and not for Iruth."" A flick of his talon, and the destroyer flipped and dove for the asteroid field.",,
Parley,After another player commits units to land on a planet you control,,,,,1,Twilight Imperium 4,Return the committed units to the space area.,"The human admiral returned to his ship, struggling to remember precisely how his meeting with the Collective had gone.",,
Plagiarize,Action,,,,,1,Codex 1: Ordinian,Spend 5 influence and choose a non-faction technology owned by 1 of your neighbors; gain that technology.,"The Yssaril spies handed over their prize to Connor, who in turn passed it to the Sol engineers with a grim smile. ""Now then, boys,"" he said, one hand on his rifle, ""about those loose ends...""",,
Plague,Action,,,,,1,Twilight Imperium 4,"Choose 1 planet that is controlled by another player. Roll 1 die for each infantry on that planet. For each result of 6 or greater, destroy 1 of those units.","The letani dipped a mossy limb beneath the surface of the reservoir, feeling the flow of the particles within, shifting them, changing them into something different. Something dangerous.",,a good action card
Political Stability,When you would return your strategy card(s) during the status phase,,,,,1,Twilight Imperium 4,Do not return your strategy card(s). You do not choose strategy cards during the next strategy phase.,The Winnu councilor breathed a sigh of relief. This opportunity would not be wasted. The peace of the Lazax was within grasp.,,
Politics Rider,After an agenda is revealed,,,,,1,Twilight Imperium 4,"You cannot vote on this agenda. Predict aloud an outcome of this agenda. If your prediction is correct, draw 3 action cards and gain the speaker token.","The Dirzuga had managed to negotiate themselves into a position of power amongst the other councilors, all of whom still looked terribly uncomfortable in their presence.",,poli rider
Public Disgrace,When another player chooses a strategy card during the strategy phase,,,,,1,Twilight Imperium 4,"That player must choose a different strategy card instead, if able.","In the months that followed the report, the Council was quick to censure the Jol-Nar for their unethical practices.",,
Rally,After you activate a system that contains another player's ships,,,,,1,Codex 1: Ordinian,Place 2 command tokens from your reinforcements in your fleet pool.,"The Federation advance would not be halted - not today. Claire set her broadcast to play on all open channels. She began, her voice fierce and unwavering ""Friends! On this day, our names shall be inscribed in the pages of legend!""",,
Reactor Meltdown,Action,,,,,1,Twilight Imperium 4,Destroy 1 space dock in a non-home system.,"Flames engulfed the shipyard, a vortex of fire and shrapnel that left nothing untouched.",,
Refit Troops,Action,,,,,1,Prophecy of Kings,Choose 1 or 2 of your infantry on the game board; replace each of those infantry with mechs.,"Sek'kus leapt from the trenches, the plasma projectors on her Valkyrie exoskeleton howling as they scoured the field ahead of her.",,
Reflective Shielding,When one of your ships uses Sustain Damage during combat,,,,,1,Codex 1: Ordinian,Produce 2 hits against your opponent's ships in the active system.,"Prit scrambled up Hesh's shoulder, gleefully clapping as the entropic shielding tore the mercenary cruisers apart.",,
Reparations,After another player gains control of a planet you control,,,,,1,Twilight Imperium 4,Exhaust 1 planet that player controls and ready 1 planet you control.,"Gil oversaw the reconstruction of the Hacan outpost, but neglected to inform the N'orr representative that the damage was not nearly as severe as he was led to believe.",,
Repeal Law,Action,,,,,1,Twilight Imperium 4,Discard 1 law from play.,"Eventually, the N'orr diplomat came to an agreement with Hacan Garrus, and the embargo was repealed. Still, he couldn't shake the feeling that Garrus had gotten the better end of the deal.",,
Reveal Prototype,At the start of a combat,,,,,1,Prophecy of Kings,Spend 4 resources to research a unit upgrade technology of the same type as 1 of your units that is participating in this combat.,"Varish and Cole completed the final linkages, activating the field harvester. The cruiser's beams roared with renewed power, cutting through the enemy ship.",,
Reverse Engineer,After another player discards an action card that has a component action,,,,,1,Prophecy of Kings,Take that action card from the discard pile.,"Xuange spread their hands over the captured harvester. Mirroring their careful gestures, dark energy fields unfolded and began delicately disassembling the device.",,
Rise of a Messiah,Action,,,,,1,Twilight Imperium 4,Place 1 infantry from your reinforcements on each planet you control.,"Harrugh stood atop the dunes, looking down at the thousands of Hacan warriors mustered below. Gathering his strength, he let loose a mighty roar, the will of his people throughout the galaxy echoing forth from within.",,rise of the messiah
Rout,"At the start of the ""Announce Retreats"" step of space combat, if you are the defender",,,,,1,Prophecy of Kings,"Your opponent must announce a retreat, if able.","Vuil'raith fleshships swarmed the weary defenders, sending unease and sweeping through the telepathic links. But Z'eu projected a powerful feeling of calm, and the Naalu fighters began to drive the Cabal back toward the rift.",,
Sabotage,When another player plays an action card other than Sabotage,,,,,4,Twilight Imperium 4,Cancel that action card.,"1. Q'uesh Sish tapped her claws impatiently. ""You were sssaying?"" But the confused Jol-Nar envoy stood silent. It was as if the words had escaped his thoughts entirely.|2. trjn.desgn.ALIZARIN introduced itself to each data node, incorporating them into its platform, expunging any data it deemed a threat to the Virus.|3. unit.desgn.BEELZEBUL followed the group of men through the winding hallways until they stopped at an intersection. Investigators would later find its cracked oculus at the center of a smoking crater, singed, but still functioned.|4. Unlenn smashed a clenched fist into the bulkhead, green eyes ablaze with rage. The entire plan had been turned on its head. Such incompetence was unfathomable.",,
Salvage,After you win a space combat,,,,,1,Twilight Imperium 4,Your opponent gives you all of their commodities.,"When the Coalition raiders had finally returned to their ships, scarcely a bolt remained to salvage from the destroyed vessel.",,
Sanction,After an agenda is revealed,,,,,1,Codex 1: Ordinian,"You cannot vote on this agenda. Predict aloud an outcome of this agenda. If your prediction is correct, each player that voted for that outcome returns 1 command token from their fleet supply to their reinforcements.",Two can play at this game.,,
Scramble Frequency,"After another player makes a Bombardment, Space Cannon, or Anti-Fighter Barrage roll:",,,,,1,Codex 1: Ordinian,That player rerolls all of their dice.,"""I will not accept this from that worthless scum!"" Feng growled as his enigmatic companion interfaced with the ship's nav suite. The Memoria's position flickered and shifted, and the blast flashed harmlessly by.",,
Scuttle,Action,,,,,1,Prophecy of Kings,Choose 1 or 2 of your non-fighter ships on the game board and return them to your reinforcements; gain trade goods equal to the combined cost of those ships.,"Rear Admiral Farran saluted as he watched the blasted starship being towed to the scrap yard. ""You served me well,"" he whispered. ""Now you can serve the Barony once more.""",,
Seize Artifact,Action,,,,,1,Prophecy of Kings,Choose 1 of your neighbors that has 1 or more relic fragments. That player must give you 1 relic fragment of your choice.,"Armored dropships crashed into the main dock. Hatches blew open, and Captain Mentarion and her commando raider charged into the facility's heart.",,
Shields Holding,Before you assign hits to your ships during a space combat,,,,,4,Twilight Imperium 4,Cancel up to 2 hits.,"1. The blast from the enemy's main cannon slammed into the space in front of the warship, splitting into two streams across the bow.|2. T'ro stared unflinching at the incoming barrage through the bridge's observation deck. The shields would hold.|3. The ship's shields sizzled and sparked but remained active despite the heavy assault.|4. As the assault died down and it became clear that the ship sustained no major damage, T'ro clicked his mandibles in anticipation. ""Return fire!""",,sh
Signal Jamming,Action,,,,,1,Twilight Imperium 4,Chose 1 non-home system that contains or is adjacent to 1 of your ships. Place a command token from another player's reinforcements in that system.,"Meian was practically aglow, wisps of her ether crackling with delight. It was amazing what could be achieved with a well-timed electromagnetic discharge.",,
Skilled Retreat,At the start of a combat round,,,,,4,Twilight Imperium 4,"Move all of your ships from the active system into an adjacent system that does not contain another player's ships; the space combat ends in a draw. Then, place a command token from your reinforcements in that system.","1. In an instant, the Sol fleet vanished from the Barony's scanners.|2. The Creuus fleet was gone. No trace remained of their passage.|3. T'ro gave the order, and the entire fleet withdrew without question.|4. ""We have no choice, captain."" Ciel looked nervous. ""We must retreat.""",,
Solar Flare,After you activate a system,,,,,1,Codex 1: Ordinian,"During this movement, other players cannot use Space Cannon against your ships.","Meian braced for combat as the fleet entered the Ordinian system, but there were no Valefar droneships waiting to meet them. The solar flare gambit had succeeded - they were completely undetected.",,
Spy,Action,,,,,1,Twilight Imperium 4,Choose 1 player. That player gives you 1 random action card from their hand.,"""I'm no spy,"" Connor said, casually stuffing the data drives into his pack. ""Now, how can I get out of here without being seen?""",,
Summit,At the start of the strategy phase,,,,,1,Twilight Imperium 4,Gain 2 command tokens.,"At the end of the twelfth day, Rev returned home from the summit in New Moscow feeling physically exhausted and mentally drained. But she was also satisfied. They had a plan-finally-and it was a good plan.",,
Tactical Bombardment,Action,,,,,1,Twilight Imperium 4,Choose 1 system that contains 1 or more of your units that have Bombardment. Exhaust each planet controlled by other players in that system.,"A6's red eyes flickered with activity, and a string of numbers flashed briefly across the screen before he spoke. ""Bombardment complete. All enemy installations have been neutralized.""",,
Technology Rider,After an agenda is revealed,,,,,1,Twilight Imperium 4,"You cannot vote on this agenda. Predict aloud an outcome of this agenda. If your prediction is correct, research 1 technology.","The Council granted the Yin funding to research an effective countermeasure to combat the virus. After all, keeping the Yin occupied with the virus meant killing two birds with one stone.",,tech rider
Trade Rider,After an agenda is revealed,,,,,1,Twilight Imperium 4,"You cannot vote on this agenda. Predict aloud an outcome of this agenda. If your prediction is correct, gain 5 trade goods.","The Letnev councilor begrudgingly accepted the N'orr's core mining contract, if only so that the ""gracious"" Hacan senator didn't secure yet another source of income for his clan.",,
Unexpected Action,Action,,,,,1,Twilight Imperium 4,Remove 1 of your command tokens from the game board and return it to your reinforcements.,"M'aban's voice was barely a whisper, cracking as hundreds of flashing lights appeared on her scanner. ""We've been tricked.""",,ua
Unstable Planet,Action,,,,,1,Twilight Imperium 4,Choose 1 hazardous planet. Exhaust that planet and destroy up to 3 infantry on it.,"Another quake shook the planet, and a wave of dirt and rock rose up to swallow the Tekklar legion.",Errata in LRR 1.2,
Upgrade,After you activate a system that contains 1 or more of your ships,,,,,1,Twilight Imperium 4,Replace 1 of your cruisers in that system with 1 dreadnought from your reinforcements.,"""More guns?"" Connor shook his head. ""Not more guns. Let's try something bigger.""",,
Uprising,Action,,,,,1,Twilight Imperium 4,"Exhaust 1 non-home planet controlled by another player. Then, gain trade goods equal to its resource value.","Harrugh leapt down from the ledge, gyro-spear blazing in the sunlight. In front, the L1Z1X began to take notice. Behind, his warriors stood at the ready. Win or lose, this would be the end.",,
Veto,When an agenda is revealed,,,,,1,Twilight Imperium 4,Discard that agenda and reveal 1 agenda from the top of the deck. players vote on this agenda instead.,"Magmus batted the now charred corpse aside with the back of his golden gauntlet. ""The Muuat reject your proposal.""",Errata in LRR 1.2,
War Effort,Action,,,,,1,Twilight Imperium 4,Place 1 cruiser from your reinforcements in a system that contains 1 or more of your ships.,"The N'orr may not be the most proficient shipwrights, but the willingness of their citizens to do their part far exceeds that of the other great races.",,
War Machine,When 1 or more of your units use Production,,,,,4,Codex 1: Ordinian,Apply +4 to the total Production value of your units and reduce the combined cost of the produced units by 1.,"1. ""This would take weeks to replace if you had run it backwards,"" Varish called as she rotated the massive capacitor bank. ""Okay, fire it up.""|2. The station vibrated as the device sputtered to life, emitting a high-pitched buzz to Varish's ears. ""Micro-wormholes are cycling at 19 kilohertz,"" Cole read. ""The entropic field tap's stable.""|3. The station's production facilities spooled up to new intensities, lights flaring as the assembly line drones increased their speeds to keep up.|4. ""Varish, let the Commanders know they can contact the Tetrarchy. Tell them the fighter squadron assembly will be done ahead of schedule, and under budget.""",,
Warfare Rider,After an agenda is revealed,,,,,1,Twilight Imperium 4,"You cannot vote on this agenda. Predict aloud an outcome of this agenda. If your prediction is correct, place 1 dreadnought from your reinforcements in a system that contains 1 or more of your ships.","Elder Junn sighed. ""Disarmament, it seems, has fallen out of fashion in these dark days.""",,
Waylay,Before you roll dice for Anti-Fighter Barrage,,,,,1,Prophecy of Kings,Hits from this roll are produced against all ships (not just fighters).,"The destroyers sprayed fire with their secondary batteries as they advanced. The Mahact dreadnought began to list, fire and atmosphere gushing from a thousand tiny wounds.",,
