Name,Type,Classification,Res_Inf,Prerequisites,Subtitle,Quantity,Source,Rules Text,Flavour Text,Notes,Aliases
Rowl Sarring,<:SaarFlag:799977657303302154> Clan of Saar,Commander,,,Relay Engineer,,Prophecy of Kings,*Unlock: Have 3 space docks on the game board.*||**When you produce fighters or infantry:**|You may place each of those units at any of your space docks that are not blockaded.,"An eccentric even by Saar standards, Sarring has spent years in a small asteroid habitat, attempting to crack the puzzle of ""instant mass transference.""",,saar commander
Gurno Aggero,<:SaarFlag:799977657303302154> Clan of Saar,Hero,,,Captain of the First Fleet,,Prophecy of Kings,"*Unlock: Have 3 scored objectives.*||__**Armageddon Relay**__|***The Lay of Lisis***|Action: Choose 1 system that is adjacent to 1 of your space docks. Destroy all other players' infantry and fighters in that system.|Then, purge this card.","""When we arrived at the colony, we found it and one whole hemisphere of the planet has been scoured down to ash and bedrock, as if hit by some giant solar flare.""",,"saar hero, armageddon relay, the lay of lisis"
Xander Alexin Victori III,<:Keleres:976289632692092968> Council Keleres,Agent,,,Miracle Worker,,Codex 3: Vigil,**At any time:**|You may exhaust this card to allow any player to spend commodities as if they were trade goods.,"""It's honestly incredible, the way that he manages to stretch a couple aurei. To find money where there is none. The man could fund an army at the same cost you or I might get lunch. Terrifying, really.""| - Suffi An",,keleres agent
Suffi An,<:Keleres:976289632692092968> Council Keleres,Commander,,,Working Multiple Angles,,Codex 3: Vigil,*Unlock: Spend 1 trade good after you play an action card that has a component action.*||**After you perform a component action:**|You may perform an additional action.,"Suffi looked over the contracts. ""So I get paid twice... once each by two different contractors... for doing the same job? What's the catch?""",,"keleres suffi, keleres commander"
Kuuasi Aun Jalatai,<:Keleres:976289632692092968> Council Keleres,Hero,,,Keleres Tribunii,,Codex 3: Vigil,"*Unlock: Have 3 scored objectives.*|Available if you chose the Argent Flight during setup.||__**Overwing Zeta**__|***Artemiris Ascendant***|**At the start of a round of of space combat in a system that contains a planet you control:**|Place your flagship and up to a total of 2 cruisers and/or destroyers from your reinforcements in the active system.|Then, purge this card.",Valor. Grace. Wisdom.,,"keleres argent hero, keleres hero"
Odlynn Myrr,<:Keleres:976289632692092968> Council Keleres,Hero,,,Keleres Tribunii,,Codex 3: Vigil,"*Unlock: Have 3 scored objectives.*|Available if you chose the Xxcha during setup.||__**Operation Archon**__|***Witching Hour***|**After an agenda is revealed:**|You may cast up to 6 additional votes on this agenda. Predict aloud an outcome of this agenda. For each player that votes for another outcome, gain 1 trade good and 1 command token.|Then, purge this card.",Peace. Community. Deterrence.,,"keleres xxcha hero, keleres hero"
Harka Leeds,<:Keleres:976289632692092968> Council Keleres,Hero,,,Keleres Tribunii,,Codex 3: Vigil,"*Unlock: Have 3 scored objectives.*|Available if you chose the Mentak during setup.||__**Erwan's Covenant**__|***The Winds of Change***|Action: Reveal cards from the action card deck until you reveal 3 action cards that have component actions. Draw those cards and shuffle the rest back into the action card deck.|Then, purge this card.",Authority. Strength. Efficacy.,,"keleres mentak hero, keleres hero"
Umbat,<:MuaatFlag:799977247501975619> Embers of Muaat,Agent,,,Forgemaster,,Prophecy of Kings,Action: Exhaust this card to choose a player; that player may produce up to 2 units that each have a cost of 4 or less in a system that contains one of their war suns or their flagship.,"From the oustide, the forge appeared to be a perfectly smooth sphere of quicksilver, albeit one ringed by humming magno-coils. But when the forgemaster diverted the flow of raw base elements into its center, it began to ripple and bubble, and within minutes, a fully formed colossus emerged from its core.",,"muaat agent, embers agent"
Magmus,<:MuaatFlag:799977247501975619> Embers of Muaat,Commander,,,Gashlai Tribune,,Prophecy of Kings,*Unlock: Produce a war sun.*||**After you spend a token from your strategy pool:**|You may gain 1 trade good.,"""Not for us, these 'garden worlds.' We owe our strength to being birthed in the galaxy's harshest forge, and we should seek out similar crucible amongst the stars.""",,"muaat commander, embers commander"
Adjudicator Ba'al,<:MuaatFlag:799977247501975619> Embers of Muaat,Hero,,,Starscourge,,Prophecy of Kings,"*Unlock: Have 3 scored objectives.*||__**Nova Seed**__|***Gravitational Collapse***|**After you move a war sun into a non-home system other than Mecatol Rex:**|You may destroy all other players' units in that system and replace that system tile with the Muaat supernova tile. If you do, purge this card and each planet card that corresponds to the replaced system tile.","The star's corona began to boil and writhe, bathing the doomed worlds around it in a terrible glow. Aboard the war sun, Ba'al spread his arms wide. ""Behold,"" he said, ""The instrument of your deliverance.""",,"muaat hero, embers hero, nova seed, gravitational collapse"
Carth of the Golden Sands,<:HacanFlag:799976797784768513> Emirates of Hacan,Agent,,,Tripartite Governor,,Prophecy of Kings,**During the action phase:**|You may exhaust this card to gain 2 commodities or replenish another player's commodities.,"Responsible for all matters concerning the entire Kenara system, Carth is constantly immenshed in a tangled web of trade deals, clan negotiations, and resource allocation pacts. To give her authority over the trading clans, she answers only to the Quieron.",,hacan agent
Gila the Silvertongue,<:HacanFlag:799976797784768513> Emirates of Hacan,Commander,,,Kenaran Ambassador,,Prophecy of Kings,*Unlock: Have 10 trade goods.*||**When you cast votes:**|You may spend any number of trade goods; cast 2 additional votes for each trade good spent.,"""Elder Qanoj. I have heard the Xxcha's work to restore Archon Tau has run short of resources. Perhaps the Emirates may be of some assistance?""",,hacan commander
Harrugh Gefhara,<:HacanFlag:799976797784768513> Emirates of Hacan,Hero,,,The Nascent Twilight,,Prophecy of Kings,"*Unlock: Have 3 scored objectives.*||__**Galactic Securities Net**__|***Sanction of the Quieron***|**When 1 or more of your units use Production:**|You may reduce the cost of each of your units to 0 during this use of Production. If you do, purge this card.","The former Quieron created a galactic financial network, enriching all who participated in it. Esepcially the Hacan, who quietly retained control of their creation.",,"hacan hero, galactic securities net, sanction of the quieron"
Acamar,<:EmpyreanFlag:799976612216176661> Empyrean,Agent,,,The Gift of Night,,Prophecy of Kings,**After a player moves ships into a system that does not contain any planets:**|You may exhaust this card; that player gains 1 command token.,"Acamar, the observer, greatest of the void-captains of the Empyrean. The lightless depths of space hold no terrors for them, for they have traveled from the raging black hear of the galaxy to its furthest edges, where even the stars grow cool and dim.",,empyrean agent
Xuange,<:EmpyreanFlag:799976612216176661> Empyrean,Commander,,,The Archivist,,Prophecy of Kings,*Unlock: Be neighbors with all other players.*||**After another player moves ships into a system that contains 1 of your command tokens:**|You may return that token to your reinforcements.,"Xuange, the recorder, speaker to those who are not Empyrean. They learn all there is to know from the other races, while revealing nothing in return.",,empyrean commander
Conservator Procyon,<:EmpyreanFlag:799976612216176661> Empyrean,Hero,,,One with the Void,,Prophecy of Kings,"*Unlock: Have 3 scored objectives.*||__**Multiverse Shift**__|***Opening the Eye***|Action: Place 1 frontier token in each system that does not contain any planets and does not already have a frontier token. Then, explore each frontier token that is in a system that contains 1 or more of your ships.|Then, purge this card.","Procyon, the seeker, eldest of the Empyrean. They have mastered the mysteries of dark energy, and thus, they know all possible realities.",,"empyrean hero, multiverse shift, opening the eye"
Evelyn DeLouis,<:SolFlag:799977825205616661> Federation of Sol,Agent,,,Master Tactician,,Prophecy of Kings,**At the start of a ground combat round:**|You may exhaust this card to choose 1 ground force in the active system; that ground force rolls 1 additional die during this combat round.,"Daughter of Supreme Admiral Alastair DeLouis. Lauded for her contribution to the massively successful Centauri campaign. A brilliant tactician possessed by a fierce love for Jord, she is every bit her father's daughter.",,sol agent
Claire Gibson,<:SolFlag:799977825205616661> Federation of Sol,Commander,,,Voice of the People,,Prophecy of Kings,*Unlock: Control planets that have a combined total of at least 12 resources.*||**At the start of a ground combat on a planet you control:**|You may place 1 infantry from your reinforcements on that planet.,"Beloved in the House of the People, General Gibson sees the diversity of humanity spread across the stars as the Federation's greatest potential strength.",,sol commander
"Jace X, 4th Air Legion",<:SolFlag:799977825205616661> Federation of Sol,Hero,,,Federation Hero,,Prophecy of Kings,"*Unlock: Have 3 scored objectives.*||__**Helio Command Array**__|***Twilight Directive***|Action: Remove each of your command tokens from the game board and return them to your reinforcements.|Then, purge this card.","""We're done falling back. Here we hold, until the techs can activate the Helio Array. Let's show these scum what it means to face the Fighting 4th!""",,"sol hero, helio command array, twilight directive"
Emissary Taivra,<:Ghostleader:799976713135063080> Ghosts of Creuss,Agent,,,The Azure Whisper,,Prophecy of Kings,"**After a player activates a system that contains a non-delta wormhole:**|You may exhaust this card; if you do, that system is adjacent to all other systems that contain a wormhole during this tactical action.","When the Jol-Nar fleet emerged from their hidden ambush amongst the planet's rings, they found...nothing. The Creuss convoy had simply vanished. All that remained was a message drone for the Hylar commodore from Taivra, regretting that they would not be able to meet in person.",,"creuss agent, ghosts agent, ghost agent"
Sai Seravus,<:Ghostleader:799976713135063080> Ghosts of Creuss,Commander,,,Gatewarden,,Prophecy of Kings,"*Unlock: Have units in 3 systems that contain alpha or beta wormholes.*||**After your ships move:**|For each ship that has a capacity value and moved through 1 or more wormholes, you may place 1 fighter from your reinforcements with that ship if you have unused capacity in the active system.","""When you leave the familar safety of your universe, you enter our domain. I suggest you do not trespass here lightly.""",,"creuss commander, ghosts commander, ghost commander"
Riftwalker Meian,<:Ghostleader:799976713135063080> Ghosts of Creuss,Hero,,,Shaleri Guardian,,Prophecy of Kings,"*Unlock: Have 3 scored objectives.*||__**Singularity Reactor**__|***Changing the Ways***|Action: Swap the positions of any 2 systems that contain wormholes or your units, other than the Creuss system and the wormhole nexus.|Then, purge this card.","""The Creuss have unsurpassed command of wormhole technology, true - but enough to warp the very bounds of space? Preposterous!""",,"creuss hero, ghosts hero, singularity reactor, changing the ways, ghost hero"
I48S,<:L1Z1XFL4G:799976965813698600> L1Z1X Mindnet,Agent,,,Enhancer Prodigy,,Prophecy of Kings,**After a player activates a system:**|You may exhaust this card to allow that player to replace 1 of their infantry in the active system with 1 mech from their reinforcements.,"""For the other races, every soldier killed on the battlefield is a loss. Their experience, their training, and their warrior prowess are all spent. For we L1Z1X, every soldier killed is a chance to resurrect them into a form even more powerful than before.""",,"l1 agent, l1z1x agent, mindnet agent"
2RAM,<:L1Z1XFL4G:799976965813698600> L1Z1X Mindnet,Commander,,,Integrated Systems Engineer,,Prophecy of Kings,*Unlock: Have 4 dreadnoughts on the game board.*||Units that have Planetary Shield do not prevent you from using Bombardment.,"The newly integrated network flared to life, and the warships' guns spoke with one voice. The planetary shield flared and died under the concentrated barrage.",,"l1 commander, l1z1x commander, mindnet commander"
The Helmsman,<:L1Z1XFL4G:799976965813698600> L1Z1X Mindnet,Hero,,,The Last Record,,Prophecy of Kings,"*Unlock: Have 3 scored objectives.*||__**Dark Space Navigation**__|***Diaspora***|Action: Choose 1 system that does not contain other players' ships; you may move your flagship and any number of your dreadnoughts from other systems into the chosen system.|Then, purge this card.","Information flooded the captain's mind from the cable plugged into his cyber-cortex. ""The records of the lost Hall of Cartography,"" Vel Syd hissed. ""Use them well.""",,"l1 hero, l1z1x hero, mindnet hero, dark space navigation, diaspora"
Jae Mir Kan,<:MahactFlag:799977081857507338> Mahact Gene-Sorcerers,Agent,,,Archon of Prosperity,,Prophecy of Kings,**When you would spend a command token during the secondary ability of a strategic action:**|You may exhaust this card to remove 1 of the active player's command tokens from the board and use it instead.,"""If only you and the rest of your kind would submit to my will. My only hope is that you would know the rich prosperity of the slave who serves under a generous master.""",,mahact agent
Il Na Viroset,<:MahactFlag:799977081857507338> Mahact Gene-Sorcerers,Commander,,,Archon of Virtue,,Prophecy of Kings,"*Unlock: Have 2 other factions' command tokens in your fleet pool.*||During your tactical actions, you can activate systems that contain your command tokens. If you do, return both command tokens to your reinforcements and end your turn.","Watching the flow of battle, Il Na Viroset sent the trailing flotilla forward, catching the unsuspecting Xxcha cruisers in the flank.",,mahact commander
Airo Shir Aur,<:MahactFlag:799977081857507338> Mahact Gene-Sorcerers,Hero,,,Archon of Command,,Prophecy of Kings,"*Unlock: Have 3 scored objectives.*||__**Benediction**__|***Pax Magnifica***|Action: Move all units in the space area of any system to an adjacent system that contains a different player's ships. Space combat is resolved in that system; neither player can retreat or resolve abilities that would move their ships.|Then, purge this card.","As the army warily approached their foe, the gleaming golden figure raised their hand. Golden light flashed, and the army fell upon itself in wanton slaughter.",,"mahact hero, benediction, pax magnifica"
Suffi An,<:MentakFlag:799977177000574986> Mentak Coalition,Agent,,,"90% Smuggler, 110% Energy",,Prophecy of Kings,"**After the Pillage faction ability is used against another player:**|You may exhaust this card; if you do, you and that player each draw 1 action card.","""So to deliver these guns you're saying I need to get my ship around the Isofal Nebula and through the Charon Reefs, chart a new course through the Wraith Stars, then fight a couple of Winnu battlewagons? And here I thought you were giving me a challenge!""",,mentak agent
S'ula Mentarion,<:MentakFlag:799977177000574986> Mentak Coalition,Commander,,,"Everyone's ""Best Friend""",,Prophecy of Kings,*Unlock: Have 4 cruisers on the game board.*||**After you win a space combat:**|You may force your opponent to give you 1 promissory note from their hand.,"The Table of Captains appreciates self-reliant military expeditions, but the ships under Captain Mentarion's command make being ""self-funded"" into an art form.",,mentak commander
"Ipswitch, Loose Cannon",<:MentakFlag:799977177000574986> Mentak Coalition,Hero,,,Mercenary Raider,,Prophecy of Kings,"*Unlock: Have 3 scored objectives.*||__**Sleeper Cell**__|***Insurrection***|**At the start of a space combat that you are participating in:**|You may purge this card; if you do, for each other player's ship that is destroyed during this combat, place 1 ship of that type from your reinforcements in the active system.","The blast doors exploded inwards and the mutineers surged onto the bridge, cutting down the loyal crew. ""Come on, mates!"" Ipswitch bellowed. ""The ship is ours!""",,"mentak hero, sleeper cell, insurrection"
Z'eu,<:NaaluFlag:799977317937446953> Naalu Collective,Agent,,,Agent of the Nefishh,,Prophecy of Kings,"**After an agenda is revealed:**|You may exhaust this card to look at the top card of the agenda deck. Then, you may show that card to 1 other player.","""...and that's why the Letnev will never cooperate with the Shikrai zealots and extremists!"" Ambassador Beumosile thundered. The Galactic Council exploded in angry shouts as he sat down. ""Very good, my pet,"" the velvet voice hissed in his mind, and he basked in the warmth of its praise.",,naalu agent
Z'eu Omega,<:NaaluFlag:799977317937446953> Naalu Collective,Agent,,,Agent of the Nefishh,,Codex 3: Vigil,Action: Exhaust this card and choose a player; that player may perform a tactical action in a non-home system without placing a command token; that system still counts as being activated.,"""...and that's why the Letnev will never cooperate with the Shikrai zealots and extremists!"" Ambassador Beumosile thundered. The Galactic Council exploded in angry shouts as he sat down. ""Very good, my pet,"" the velvet voice hissed in his mind, and he basked in the warmth of its praise.",,"naalu agent omega, omega naalu agent"
M'aban,<:NaaluFlag:799977317937446953> Naalu Collective,Commander,,,Crystalline Sorceress,,Prophecy of Kings,*Unlock: Have 12 fighters on the game board.*||You may produce 1 additional fighter for their cost; these additional units do not count against your Production limit.,"First among Q'uesh's sorceresses, M'aban has been fitted with radium crystal enhacements, allowing her mind to sing to thousands of Naalu at once.",,naalu commander
M'aban Omega,<:NaaluFlag:799977317937446953> Naalu Collective,Commander,,,Crystalline Sorceress,,Codex 3: Vigil,*Unlock: Have ground forces in or adjacent to the Mecatol Rex system.*||**At any time:**|You may look at your neighbors' hands of promissory notes and the top and bottom card of the agenda deck.,"First among Q'uesh's sorceresses, M'aban has been fitted with radium crystal enhacements, allowing her mind to sing to thousands of Naalu at once.",,"naalu commander omega, omega naalu commander"
The Oracle,<:NaaluFlag:799977317937446953> Naalu Collective,Hero,,,Corrupted Mind,,Prophecy of Kings,"*Unlock: Have 3 scored objectives.*||__**C-Radium Geometry**__|***Poison of the Nefishh***|**At the end of the status phase:**|You may force each other player to give you 1 promissory note from their hand. If you do, purge this card.","Only in their most desperate hour would the Naalu link the broken, poisoned mind of their former leader to the power of the Nefishh.",,"naalu hero, c-radium geometry, c radium geometry, poison of the neffish"
Garv and Gunn,<:NaazRokhaNRAFlag:799977386720231434> Naaz-Rokha Alliance,Agent,,,Plucky Archaeologists,,Prophecy of Kings,**At the end of a player's turn:**|You may exhaust this card to allow that player to explore 1 of their planets.,"""I thought you disabled the laser traps!"" Garv yelped as the corridor filled with searing light. Gunn waved one hand from inside the open panel. ""No, that was the blade barrier. Just...throw something at the kill switch and see if that works!""",,"naaz-rokha agent, nra agent, naaz rokha agent"
Dart and Tai,<:NaazRokhaNRAFlag:799977386720231434> Naaz-Rokha Alliance,Commander,,,Adrenaline Junkies,,Prophecy of Kings,*Unlock: Have mechs in 3 systems.*||**After you gain control of a planet that was controlled by another player:**|You may explore that planet.,The Eidolon is a dual-role mech that needs a skilled pilot and a cunning commando who are both slightly crazy; requirements that describe Dart and Tai perfectly.,,"naaz-rokha commander, nra commander, naaz rokha commander"
Hesh and Prit,<:NaazRokhaNRAFlag:799977386720231434> Naaz-Rokha Alliance,Hero,,,Architect Savants,,Prophecy of Kings,"*Unlock: Have 3 scored objectives.*||__**Perfect Synthesis**__|***Forge Legend***|Action: Gain 1 relic and perform the secondary ability of up to 2 readied or unchosen strategy cards; during this action, spend command tokens from your reinforcements instead of your strategy pool.|Then, purge this card.","""What the two of us have created here is going to ensure the rest of the galaxy never underestimates the Naaz and Rokha again.""",,"naaz-rokha hero, nra hero, naaz rokha hero, perfect synthesis, forge legend"
Nekro Malleon,<:NekroFlag:799977517473464340> Nekro Virus,Agent,,,The Shifting Host,,Prophecy of Kings,**During the action phase:**|You may exhaust this card to choose a player; that player may discard 1 action card or spend 1 command token from their command sheet to gain 2 trade goods.,UNIT.MALLEON.QUERY: NEED ORGANIC SUBSTANCES 18.9-75.1 FOR PROJECT SCOUR.|ORGANIC SUBSTANCES PRESENT IN BIOFORMS CAPTURED DURING COMBAT ACTION 181.9-DXI.|RENDER CAPTURED BIOFORMS: Y/N?,,nekro agent
Nekro Acidos,<:NekroFlag:799977517473464340> Nekro Virus,Commander,,,Obsidian Reaper,,Prophecy of Kings,"*Unlock: Own 3 technologies. A ""Valefar Assimilator"" technology counts only if its X or Y token is on a technology.*||**After you gain a technology:**|You may draw 1 action card.","""That thing took our tank apart as carefully as a surgeon..then it started doing the same to us!""",,nekro commander
UNIT.DSGN.FLAYESH,<:NekroFlag:799977517473464340> Nekro Virus,Hero,,,Recursive Tyrant,,Prophecy of Kings,"*Unlock: Have 3 scored objectives.*||__**Polymorphic Algorithm**__|***Devour World***|Action: Choose a planet that has a technology specialty in a system that contains your units. Destroy any other player's units on that planet. Gain trade goods equal to the planet's combined resource and influence values and gain 1 technology that matches the specialty of that planet. Then, purge this card.","Once Ordinian was a paradise world with windswept plains and shining white cities. Now it is a wasteland of bare rock under gray sky, haunted by black-armored metal nightmares.",,"nekro hero, polymorphic algorithm, devour world"
The Thundarian,<:NomadFlag:799977591380901888> Nomad,Agent,,,Temporal Engima,,Prophecy of Kings,"**After the ""Roll Dice"" step of combat:**|You may exhaust this card. If you do, hits are not assigned to either player's units. Return to the start of this combat round's ""Roll Dice"" step.","""Nothing yet,"" Feng growled. ""There is naught here but dust.""|The Thundarian stood motionless on the bridge of the Memoria, as they had for hours. Suddenly, they raised a hand and pointed. Space rippled, and a gravity rift formed off the bow. Feng tensed as the first flesh ships emerged. ""Fire!""",,"nomad agent, nomad reroll, nomad reroll agent"
Artuno the Betrayer,<:NomadFlag:799977591380901888> Nomad,Agent,,,Sumerian Overseer,,Prophecy of Kings,"**When you gain trade goods from the supply:**|You may exhaust this card to place an equal number of trade goods on this card. When this card readies, gain the trade goods on this card.","Once, Artuno was the head of security for Sumerian Station, trusted by Huro M'es and the other Sumerian factions to stay impartial and keep order. Then, two weeks after a chance meeting with the Nomad, Me's was in the brig, and the guilder leaders were either exiled or dead at her hand.",,"nomad agent, nomad trade good agent, nomad trade good"
Field Marshal Mercer,<:NomadFlag:799977591380901888> Nomad,Agent,,,Shikrai General,,Prophecy of Kings,**At the end of a player's turn:**|You may exhaust this card to allow that player to remove 2 of their ground forces from the game board and place them on planets they control in the active system.,"""The Argent Flight? The ones who left my people in poverty while they pursued some secret crusade? No, this Shikrai has no time for their pious zealotry. I'm going to take what the universe owes me by doing what I do best.""",,"nomad agent, nomad ground force agent"
Navarch Feng,<:NomadFlag:799977591380901888> Nomad,Commander,,,Company Shipmaster,,Prophecy of Kings,*Unlock: Have 1 scored secret objective.*||You can produce your flagship without spending resources.,"Once the most skilled chartist captain in the Emirates' merchant fleet, Feng was all too happy to sail under a different flag when the Nomad made a better offer.",,nomad commander
Ahk-Syl Siven,<:NomadFlag:799977591380901888> Nomad,Hero,,,Sole Survivor,,Prophecy of Kings,"*Unlock: Have 3 scored objectives.*||__**Probability Matrix**__|***Time Warp***|Action: Place this card near the game board; your flagship and units it transports can move out of systems that contain your command tokens during this game round.|At the end of that game round, purge this card.","Those who deal with the Nomad speak in hushed whispers about their most trusted officer; a Creuss in cracked and damaged armor, bleeding streams of violet light.",,"nomad hero, probability matrix, time warp"
T'ro,<:SardakkNorrPizzaBoyFlag:799977732058382336> Sardakk N'orr,Agent,,,Tekklar Legionnaire,,Prophecy of Kings,"**At the end of a player's tactical action:**|You may exhaust this card; if you do, that player may place 2 infantry from their reinforcements on a planet they control in the active system.","""Broodmates! The Tekklar legions are feared by all our foes across the galaxy. They do not fear us because of our strength, though we are mighty. They do not fear us because of our numbers, though we are many. They fear us because we strike hard, we strike fast, and as long as one of us is alive, we do not stop!""",,"sardakk agent, n'orr agent, norr agent"
G'hom Sek'kus,<:SardakkNorrPizzaBoyFlag:799977732058382336> Sardakk N'orr,Commander,,,Valkyrie Elite,,Prophecy of Kings,"*Unlock: Control 5 planets in non-home systems.*||**During the ""Commit Ground Forces"" step:**|You can commit up to 1 ground force from each planet in the active system and each planet in adjacent systems that do not contain 1 of your command tokens.","Renowed for her vicious raids and surprise assaults into enemy territory, Sek'kus and her Valkyrie commandos are the elite vanguard of the swarm's vast armies.",,"sardakk commander, n'orr commander, norr commander"
"Sh'val, Harbinger",<:SardakkNorrPizzaBoyFlag:799977732058382336> Sardakk N'orr,Hero,,,Master of the First,,Prophecy of Kings,"*Unlock: Have 3 scored objectives.*||__**Tekklar Conditioning**__|***Brood Swarm***|**After you move ships into the active system:**|You may skip directly to the ""Commit Ground Forces"" step. If you do, after you commit ground forces to land on planets, purge this card and return each of your ships in the active system to your reinforcements.","The burning exotrireme tore through the sky before crashing into the grass-covered plains. Hatches blew open and Sh'val, Master of the First, charged out of the broken vessel, his Tekklar close behind.",,"sardakk hero, n'orr hero, norr hero, tekklar conditioning, brood swarm"
Tellurian,<:UlFlag:799977899624235008> Titans of Ul,Agent,,,The Protector,,Prophecy of Kings,**When a hit is produced against a unit:**|You may exhaust this card to cancel that hit.,"Kiro's assault mech collapsed under the Nekro's assault, cockpit shattering and legs twisting. The Mordred lunged for the kill, only to be smashed aside by a mighty blow. A towering figure stood over Kiro's mech, and bowed slightly. ""You seemed to need by assistance, ally,"" they said calmly.",,"titans agent, ul agent"
Tungstantus,<:UlFlag:799977899624235008> Titans of Ul,Commander,,,The Gardener,,Prophecy of Kings,*Unlock: Have 5 structures on the game board.*||**When 1 or more of your units use Production:**|You may gain 1 trade good.,"While other Titans explore the galaxy, Tungstantus remains on Elysium, working tirelessly to see it become a paradise that blends the natural and the machine.",,"titans commander, ul commander"
Ul the Progenitor,<:UlFlag:799977899624235008> Titans of Ul,Hero,,,Elysium's Core,,Prophecy of Kings,"*Unlock: Have 3 scored objectives.*||__**Geoform**__|***Awakening***|Action: Ready Elysium and attach this card to it. Its resource and influence values are each increased by 3, and it gains the Space Cannon 5 (x3) ability as if it were a unit.","""Even now, we search the galaxy to awaken our slumbering kin. But there is one other greater than any of us, and it is time they slept no longer.""",,"titans hero, ul hero, geoform, awakening"
