Name,Type,Classification,Res_Inf,Prerequisites,Subtitle,Quantity,Source,Rules Text,Flavour Text,Notes,Aliases
<:Event:1393361751260528691>Hidden Agenda,Complexity,:yellow_square: :yellow_square: ,,,,,Thunder's Edge,"During the agenda phase, only the speaker can talk; all other players must remain silent except when declaring action cards. Transactions cannot be performed during this phase.|When voting, players secretly and simultaneously write their desired outcome and number of votes and pass them to the speaker. After all players have voted, the speaker secretly tallies the results and reveals only the totals to the other players; the speaker reveals who voted for which outcome only when required to resolve the outcome.|The Argent Flight's votes are public and are known before the other players vote.","The speaker motioned dismissively as she spoke ""...and so forth."" Absolute silence filled the hall as the stunned councilors tried to process what had just happened.",Revealed on SCPT,"secret, agenda"
<:Event:1393361751260528691>Mercenaries for Hire,Complexity,:green_square:,,,,,Thunder's Edge,"At the start of the game, shuffle the alliance cards that correspond to the factions not in play and place them in the common play area with the card fronts faceup; this is the mercenary deck.|All players can perform the following action:|**Action:** Spend 3 trade goods to gain the top card of the mercenary deck and place it in your play area.|Players can use the abilities of the mercenaries in their play area.","Suffi flicked through the unclaimed bounties. Boring. Pass. Too much trouble. Too low bounty. She paused to study one whose mugshot had been replaced by a caricature performing a rude gesture. Grinning, she accepted it. This one could be fun. Fun - or new friends!",,
<:Event:1393361751260528691>Minor Factions,Complexity,:yellow_square: :yellow_square: ,,,,,Thunder's Edge,"During setup, players are dealt 1 fewer blue tile. Before creating the galaxy, shuffle the reference cards for factions not being played and deal 1 to each player. In speaker order, each player places that faction's home system in the second ring, equidistant from players' home systems (see page 7 in the rulebook). Then, that player places 3 neutral infantry on that system's planets, split as evenly as possible. These systems are minor faction systems and do not count as home systems.|When a player controls each planet in minor faction system, they take that faction's alliance card from the deck or from the player that owned it previously.|Planets in minor faction systems gain all three planet traits (cultural, industrial, and hazardous).",,,alliance
<:Event:1393361751260528691>Monuments to the Ages,Complexity,:yellow_square: :yellow_square: ,,,,,Thunder's Edge,"When you would place a structure on a non-home planet, you may spend 5 trade goods to place a neutral space dock instead; this is a monument, and is not considered to be a unit of any type. There can only be 3 monuments in play at once.|At the start of the status phase, place 1 commodity beneath each monument; each monument is worth 1 victory point to the player that controls its planet for every 3 commodities beneath it.|When a player gains control of a planet that contains a monument, they may destroy that monument.","The stone visage floated through space, a small part of a greater whole that no longer existed, the head having been cleanly severed from the body - whether through an act of war, vandalism, or nature, Tai was unsure.",,
<:Event:1393361751260528691>Rapid Mobilization,Complexity,:green_square:,,,,,Thunder's Edge,"After setup, put The Fracture into play. Then, each player simulataneously resolves the following effects in order:|Place 1 infantry onto each planet adjacent to your home system (or the Creuss Gate/The Sorrow, if playing those factions); gain control of and ready those planets but do not explore them.|Place 1 space dock on any planet you control and place your flagship and 3 fighters in its system.|Gain your breakthrough.|Research 1 technology; if you are the Nomad player, research 1 additional technology.",The vast Mindnet fleet had appeared out of nowhere. Rin felt her vessel shudder and groan with each salvo. She calculated that the shielding would hold - for now.,,
<:Event:1393361751260528691>Stellar Atomics,Complexity,:yellow_square: :yellow_square: ,,,,,Thunder's Edge,"During setup, each player places one of their control tokens on this card.|All players can perform the following action:|**Action:** Discard your control token from this card to destroy all ground forces and structures on any non-home planet.|If you do not have a control token on this card, you cannot vote or play action cards during the agenda phase.","Light blossomed on the planet's surface, a silent, almost peaceful procession of red-orange glow across the planet's northern hemisphere. Viktor grimaced. This was extreme, even for the Baron.",,
<:Event:1393361751260528691>Total War,Complexity,:red_square: :red_square: :red_square: ,,,,,Thunder's Edge,"When a player destroys or produces hits that destroy another player's units, they place commodities from the supply equal to the combined cost of the units they destroyed on a planet they control in their home system (infantry and fighters are worth 1 each).|When a player gains control of a home planet that has commodities, they move those commodities to a planet they control in their own home system.|All players can perform the following action:|**Action:** Discard 10 commodities from planets in your home system to gain 1 victory point.","As a child she had visited a museum back on Jord and seen a physical newspaper preserved behind glass, ""WAR"" printed in oppresive black ink across its header. Claire shuddered. Dark times lay ahead.",,
<:Event:1393361751260528691>Weird Wormholes,Complexity,:red_square: :red_square: :red_square: ,,,,,Thunder's Edge,"After a ship moves using at least 1 alpha, beta, or gamma wormhole, roll 1 die and consult the following list:|Fighter > Destroyer > Cruiser > Dreadnought > Carrier > Flagship > War Sun (if researched)|For each result of **1-5**, replace that ship with the ship **before** it from your reinforcements, if able.|For each result of **6-10**, replace that ship with the ship **after** it from your reinforcements, if able.|If there are not ships of that type in your reinforcements, skip that type and replace it with the next available type.","The energies surged around the Xxcha vessel, converging, intertwining. 00029A-V and 22410B-V... highly volatile. This would not end well.",,
"<:Event:1393361751260528691>Wild, Wild Galaxy",Complexity,:red_square: :red_square: :red_square: ,,,,,Thunder's Edge,"Action cards are adjusted as follows:|**Direct Hit**: Can be used against mechs|**Flank Speed**: Applies +2 _Move_ instead of +1|**Maneuvering Jets**: Cancels all _Space Cannon_ hits|**Morale Boost**: Applies +2 to die rolls instead of +1|**Sabotage**: Also take the canceled action card|**Shields Holding**: Can be used in ground combat|**Skilled Retreat**: Does not place a command token|**War Machine**: Reduces cost by 5 instead of 1|**Diplomatic Pressure**: Player must give 3 notes|Additionally, **Stellar Converter** and **Nova Seed** can be used against any planets and systems.",Connor stared in near-disbelief at the Ral Nel ranchers as they drove the colossal er-beetles across the desert and back toward their nesting grounds.,,
<:Event:1393361751260528691>Zealous Orthodoxy,Complexity,:green_square:,,,,,Thunder's Edge,"The first player to score 2 secret objectives gains 1 victory point.|Then, place that faction’s alliance card on this card; all players gain that ability. That faction’s alliance promissory note is then purged.","Inexplicably, the Brotherhood began to draw converts from amongst the other factions - even from the Flight - and it was not altogether uncommon to see Shikrai walking beneath the marbled arches of Darien.",,
