Name,Type,Classification,Res_Inf,Prerequisites,Subtitle,Quantity,Source,Rules Text,Flavour Text,Notes,Aliases
Imperia,<:MahactFlag:799977081857507338> Mahact Gene-Sorcerers,,,,,,,"While another player's command token is in your fleet pool, you can use the ability of that player's commander, if it's unlocked.",,,
Indoctrination,<:YinFlag:799978188410322967> Yin Brotherhood,,,,,,,"At the start of a ground combat, you may spend 2 influence to replace 1 of your opponent's participating infantry with 1 infantry from your reinforcements.",,,
Law's Order,<:keleres:968307229092642846> Keleres,,,,,,,You may spend 1 influence at the start of your turn to treat all laws as blank until the end of your turn.,,,
Masters of Trade,<:HacanFlag:799976797784768513> Emirates of Hacan,,,,,,,"You do not have to spend a command token to resolve the secondary ability of the ""Trade"" strategy card.",,,
Mitosis,<:ArborecFlag:799976271564111933> Arborec,,,,,,,"Your space docks cannot produce infantry. At the start of the status phase, place 1 infantry from your reinforcements on any planet you control.",,,
Munitions Reserves,<:LetnevFlag:799976459325407243> Barony of Letnev,,,,,,,"At the start of each round of space combat, you may spend 2 trade goods; you may reroll any number of your dice during that combat round.",,,
Nomadic,<:SaarFlag:799977657303302154> Clan of Saar,,,,,,,You can score objectives even if you do not control the planets in your home system.,,,
Orbital Drop,<:SolFlag:799977825205616661> Federation of Sol,,,,,,,Action: Spend 1 token from your strategy pool to place 2 infantry from your reinforcements on 1 planet you control.,,,
Peace Accords,<:XxchaFlag:799978104940003328> Xxcha Kingdom,,,,,,,"After you resolve the primary or secondary ability of the ""Diplomacy"" strategy card, you may gain control of 1 planet other than Mecatol Rex that does not contain any units and is in a system that is adjacent to a planet you control.",,,
Pillage,<:MentakFlag:799977177000574986> Mentak Coalition,,,,,,,"After 1 of your neighbors gains trade goods or resolves a transaction, if that neighbor has 3 or more trade goods, you may take 1 of their trade goods or commodities.",,Cannot pillage off of effects that would convert your own commodities to trade goods.,
Propagation,<:NekroFlag:799977517473464340> Nekro Virus,,,,,,,"You cannot research technology. When you would research a technology, gain 3 command tokens instead.",,,
Quantum Entanglement,<:Ghostleader:799976713135063080> Ghosts of Creuss,,,,,,,You treat all systems that contain either an alpha or a beta wormhole as adjacent to each other. Game effects cannot prevent you from using this ability.,,,
Quash,<:XxchaFlag:799978104940003328> Xxcha Kingdom,,,,,,,"When an agenda is revealed, you may spend 1 token from your strategy pool to discard that agenda and reveal 1 agenda from the top of the deck. Players vote on this agenda instead.",,,
Raid Formation,<:ArgentFlag:799976364152193044> Argent Flight,,,,,,,"When 1 or more of your units use Anti-Fighter Barrage, for each hit produced in excess of your opponent's fighters, choose 1 of your opponent's ships that has Sustain Damage to become damaged.",,,
Reclamation,<:WinnuFlag:799978013756358707> Winnu,,,,,,,"After you resolve a tactical action during which you gained control of Mecatol Rex, you may place 1 PDS and 1 space dock from your reinforcements on Mecatol Rex.",,,
Riftmeld,<:KebabFlag:799976538744291339> Vuil'raith Cabal,,,,,,,"When you research a unit upgrade technology, you may return 1 captured unit of that type to ignore all of that technology's prerequisites.",,,
Scavenge,<:SaarFlag:799977657303302154> Clan of Saar,,,,,,,"After you gain control of a planet, gain 1 trade good.",,,
Scheming,<:YssarilFlag:799978263409459200> Yssaril Tribes,,,,,,,"When you draw 1 or more action cards, draw 1 additional action card. Then, choose and discard 1 action card from your hand.",,,
Slipstream,<:Ghostleader:799976713135063080> Ghosts of Creuss,,,,,,,"During your tactical actions, apply +1 to the move value of each of your ships that starts its movement in your home system or in a system that contains either an alpha or beta wormhole.",,,
Stall Tactics,<:YssarilFlag:799978263409459200> Yssaril Tribes,,,,,,,Action: Discard 1 action card from your hand.,,,
Star Forge,<:MuaatFlag:799977247501975619> Embers of Muaat,,,,,,,Action: Spend 1 token from your strategy pool to place either 2 fighters or 1 destroyer from your reinforcements in a system that contains 1 or more of your war suns.,,,
Technological Singularity,<:NekroFlag:799977517473464340> Nekro Virus,,,,,,,"Once per combat, after 1 of your opponent's units is destroyed, you may gain 1 technology that is owned by that player.",,,
Telepathic,<:NaaluFlag:799977317937446953> Naalu Collective,,,,,,,"At the end of the strategy phase, place the Naalu ""0"" token on your strategy card; you are first in initiative order.",,,
Terragenesis,<:UlFlag:799977899624235008> Titans of Ul,,,,,,,"After you explore a planet that does not have a sleeper token, you may place or move 1 sleeper token onto that planet.",,,
The Company,<:NomadFlag:799977591380901888> Nomad,,,,,,,"During setup, take the 2 additional Nomad faction agents and place them next to your faction sheet; you have 3 agents.",,,
The Tribunii,<:keleres:968307229092642846> Keleres,,,,,,,"During setup, choose an unplayed faction from among the Mentak, the Xxcha, and the Argent Flight; take that faction's home system, command tokens, and control markers. Additionally, take the Keleres hero that corresponds to that faction.",,,
Unrelenting,<:SardakkNorrPizzaBoyFlag:799977732058382336> Sardakk N'orr,,,,,,,Apply +1 to the result of each of your unit's combat rolls.,,,
Versatile,<:SolFlag:799977825205616661> Federation of Sol,,,,,,,"When you gain command tokens during the status phase, gain 1 additional command token.",,,
Voidborn,<:EmpyreanFlag:799976612216176661> Empyrean,,,,,,,Nebulae do not affect your ships' movement.,,,
Zeal,<:ArgentFlag:799976364152193044> Argent Flight,,,,,,,"You always vote first during the agenda phase. When you cast at least 1 vote, cast 1 additional vote for each player in the game, including you.",,"Other than the Argent player, all players vote in regular order (left of speaker, then clockwise).",
