Name,Type,Classification,Res_Inf,Prerequisites,Subtitle,Quantity,Source,Rules Text,Flavour Text,Notes,Aliases
Incentive Program,Directive,,,,,,Twilight Imperium 4,**For:** Draw and reveal 1 stage I public objective from the deck and place it near the public objectives.|**Against:** Draw and reveal 1 stage II public objective from the deck and place it near the public objectives.,,,
Ixthian Artifact,Directive,,,,,,Twilight Imperium 4,**For:** The speaker rolls 1 die. If the result is 6-10 each player may research 2 technologies. If the result is 1-5 destroy all units in Mecatol Rex's system and each player with units in systems adjacent to Mecatol Rex's system destroys 3 of their own units in each of those systems.|**Against:** No effect.,,,
Judicial Abolishment,Directive,,,,,,Twilight Imperium 4,"When this agenda is revealed, if there are no laws in play, discard this card and reveal another agenda from the top of the deck.|**Elect Law**|Discard the elected law from play.",,,
Minister of Antiquities,Directive,,,,,,Prophecy of Kings,**Elect Player**| The elected player gains 1 relic.,,,
Minister of Commerce,Law,,,,,,Twilight Imperium 4,"**Elect Player**|The elected player gains this card.|After the owner of this card replenishes commodities, they gain 1 trade good for each player that is their neighbor.",,,
Minister of Exploration,Law,,,,,,Twilight Imperium 4,"**Elect Player**|The elected player gains this card.|When the owner of this card gains control of a planet, they gain 1 trade good.",,,
Minister of Industry,Law,,,,,,Twilight Imperium 4,"**Elect Player**|The elected player gains this card.|When the owner of this card places a space dock in a system, that player's units in that system may use their PRODUCTION abilities.",,,
Minister of Peace,Law,,,,,,Twilight Imperium 4,"**Elect Player**|The elected player gains this card.|After a player activates a system that contains 1 or more of a different player's units, the owner of this card may discard this card; immediately end the active player's turn.",,,
Minister of Policy,Law,,,,,,Twilight Imperium 4,"**Elect Player**|The elected player gains this card.|At the end of the status phase, the owner of this card draws 1 action card.",,"This does not benefit from a bonus from Neural Motivator, per the FAQ of LRR 1.2.",
Minister of Sciences,Law,,,,,,Twilight Imperium 4,"**Elect Player**|The elected player gains this card.|When the owner of this card resolves the primary or secondary ability of the ""Technology"" strategy card, they do not need to spend resources to research technology.",,,
Minister of War,Law,,,,,,Twilight Imperium 4,"**Elect Player**|The elected player gains this card.|The owner of this card may discard this card after performing an action to remove 1 of their command tokens from the game board and return it to their reinforcements; then, they may perform 1 additional action.",,,
Miscount Disclosed,Directive,,,,,,Twilight Imperium 4,"When this agenda is revealed, if there are no laws in play, discard this card and reveal another agenda from the top of the deck.|**Elect Law**|Vote on the elected law as if it were just revealed from the top of the deck.",,"The elected law is still considered in play while being voted upon, as per the FAQ in LRR 1.2",
Mutiny,Directive,,,,,,Twilight Imperium 4,"**For:** Each player that voted ""For"" gains 1 victory point.|**Against:** Each player that voted ""For"" loses 1 victory point.",,,
New Constitution,Directive,,,,,,Twilight Imperium 4,"When this agenda is revealed, if there are no laws in play, discard this card and reveal another agenda from the top of the deck.|**For:** Discard all laws from play. At the start of the next strategy phase, each player exhausts each planet in their home system.|**Against:** No effect.",,,
Nexus Sovereignty,Law,,,,,,Prophecy of Kings,**For:** Alpha and beta wormholes in the wormhole nexus have no effect during movement.|**Against:** Place a gamma wormhole token in the Mecatol Rex system.,,,
Political Censure,Law,,,,,,Prophecy of Kings,"**Elect Player**| The elected player gains this card and 1 victory point.|The elected player cannot play action cards.|If the owner of this card loses this card, they lose 1 victory point.",,,censure
Prophecy of Ixth,Law,,,,,,Twilight Imperium 4,"**Elect Player**|The elected player gains this card.|The owner of this card applies +1 to the result of their fighter's combat rolls. When the owner of this card uses PRODUCTION, they discard this card unless they produces 2 or more fighters.",,,
Public Execution,Directive,,,,,,Twilight Imperium 4,"**Elect Player**|The elected player discards all of their action cards. If that player has the speaker token, they give it to the player on their left. The elected player cannot vote on any agendas during this agenda phase.",,,
Publicize Weapon Schematics,Law,,,,,,Twilight Imperium 4,"**For:** If any player owns a war sun technology, all players may ignore all prerequisites on war sun technologies. All war suns lose SUSTAIN DAMAGE.|**Against:** Each player that owns a war sun technology discards all of their action cards.",,,
Rearmament Agreement,Directive,,,,,,Prophecy of Kings,**For:** Each player places 1 mech from their reinforcements on a planet they control in their home system.|**Against:** Each player replaces each of their mechs with 1 infantry from their reinforcements.,,,
Regulated Conscription,Law,,,,,,Twilight Imperium 4,"**For:** When a player produces units, they produce only 1 fighter or infantry for its cost instead of 2.|**Against:** No effect.",,,
Representative Government,Law,,,,,,Twilight Imperium 4,"**For:** Players cannot exhaust planets to cast votes during the agenda phase; each player may cast 1 vote on each agenda instead.|**Against:** At the start of the next strategy phase, each player that voted ""Against"" exhausts all of their cultural planets.",,Removed when playing with PoK - see: Representative Government (PoK),
Representative Government (PoK),Law,,,,,,Prophecy of Kings,"**For:** Players cannot exhaust planets to cast votes during the agenda phase; each player may cast 1 vote on each agenda instead. Players cannot cast additional votes.|**Against:** At the start of the next strategy phase, each player that voted ""Against"" exhausts all of their cultural planets.",,Replaces Representative Government when playing with PoK.,
Research Grant Reallocation,Directive,,,,,,Prophecy of Kings,"**Elect Player**| The elected player gains any 1 technology of their choice. Then, for each prerequisite on that technology, they remove 1 token from their fleet pool and return it to their reinforcements.",,,
Research Team: Biotic,Law,,,,,,Twilight Imperium 4,"**Elect Industrial Planet**|Attach this card to the elected planet's card.|When the owner of this planet researches technology, they may exhaust this card to ignore 1 green prerequisite.",,Removed when playing with PoK,research team biotic
Research Team: Cybernetic,Law,,,,,,Twilight Imperium 4,"**Elect Industrial Planet**|Attach this card to the elected planet's card.|When the owner of this planet researches technology, they may exhaust this card to ignore 1 yellow prerequisite.",,Removed when playing with PoK,research team cybernetic
Research Team: Propulsion,Law,,,,,,Twilight Imperium 4,"**Elect Industrial Planet**|Attach this card to the elected planet's card.|When the owner of this planet researches technology, they may exhaust this card to ignore 1 blue prerequisite.",,Removed when playing with PoK,research team propulsion
Research Team: Warfare,Law,,,,,,Twilight Imperium 4,"**Elect Industrial Planet**|Attach this card to the elected planet's card.|When the owner of this planet researches technology, they may exhaust this card to ignore 1 red prerequisite.",,Removed when playing with PoK,research team warfare
Search Warrant,Law,,,,,,Prophecy of Kings,**Elect Player**| The elected player gains this card and draws 2 secret objectives.| The owner of this card plays with their secret objectives revealed.,,,
Seed of an Empire,Directive,,,,,,Twilight Imperium 4,**For:** The player with the most victory points gains 1 victory point.|**Against:** The player with the fewest victory points gains 1 victory point.,,,
Senate Sanctuary,Law,,,,,,Twilight Imperium 4,**Elect Cultural Planet**|Attach this card to the elected planet's card.|The influence value of this planet is increased by 2.,,Removed when playing with PoK,
Shard of the Throne,Law,,,,,,Twilight Imperium 4,"**Elect Player**|The elected player gains this card and 1 victory point.|A player gains this card and 1 victory point when they win a combat against the owner of this card. Then, the previous owner of this card loses 1 victory point.",,Removed when playing with PoK,shard
Shared Research,Law,,,,,,Twilight Imperium 4,"**For:** Each player's units can move through nebulae.|**Against:** Each player places a command token from their reinforcements in their home system, if able.",,,
Swords to Plowshares,Directive,,,,,,Twilight Imperium 4,"**For:** Each player destroys half of their infantry on each planet they control, rounded up. Then, each player gains trade goods equal to the number of their infantry that were destroyed.|**Against:** Each player places 1 infantry from their reinforcements on each planet they control.",,,
Terraforming Initiative,Law,,,,,,Twilight Imperium 4,**Elect Hazardous Planet**|Attach this card to the elected planet's card.|The resource and influence values of this planet are increased by 1.,,Removed when playing with PoK,
The Crown of Emphidia,Law,,,,,,Twilight Imperium 4,"**Elect Player**|The elected player gains this card and 1 victory point.|A player gains this card and 1 victory point after they gain control of a planet in the home system of this card's owner. Then, the previous owner of this card loses 1 victory point.",,Removed when playing with PoK,
The Crown of Thanlos,Law,,,,,,Twilight Imperium 4,"**Elect Player**|The elected player gains this card.|During each combat round, the owner of this card may reroll any number of their dice; they must destroy each of their units that did not produce a hit with its reroll.",,Removed when playing with PoK,"the crown of thalnos, crown of thalnos"
Unconventional Measures,Directive,,,,,,Twilight Imperium 4,"**For:** Each player that voted ""For"" draws 2 action cards.|**Against:** Each player that voted ""For"" discards all of their action cards.",,,
Wormhole Reconstruction,Law,,,,,,Twilight Imperium 4,**For:** All systems that contain either an alpha or beta wormhole are adjacent to each other.|**Against:** Each player places a command token from their reinforcements in each system that contains a wormhole and 1 or more of their ships.,,,
Wormhole Research,Directive,,,,,,Twilight Imperium 4,"**For:** Each player who has 1 or more ships in a system that contains a wormhole may research 1 technology. Then, destroy all ships in systems that contain an alpha or beta wormhole.|**Against:** Each player that voted ""Against"" removes 1 command token from their command sheet and returns it to their reinforcements.",,,
